,network,station,NOP,RMSE_RF,ubRMSE_RF,r_RF,LC,Climate,RMSE_cci,ubRMSE_cci,r_cci
ARM_Tyro.csv,ARM,Tyro,,0.013010551043875194,0.012615000527839232,0.5242890442864154,130.0,Cfa,0.07078217140449537,0.03888703952916338,0.7242904072714599
ARM_Vici.csv,ARM,Vici,,0.03868302040023376,0.03860905979270576,0.6180314187401962,130.0,Cfa,0.07879469407873513,0.03378135176961754,0.6761819476548272
AWDN_Ainsworth.csv,AWDN,Ainsworth,,0.06577870991733258,0.041982308397302937,0.5035523683027809,130.0,Dfa,0.06835486376618752,0.04768021214094142,0.38188621154481245
AWDN_AllianceWest.csv,AWDN,AllianceWest,,0.04430419037255198,0.04285105878057502,0.6954012979257794,130.0,BSk,0.05637071481049713,0.046873394056231595,0.6043500610434387
AWDN_Arthur.csv,AWDN,Arthur,,0.03431368463889775,0.027293017321297935,0.524994671907824,130.0,BSk,0.03466112208901805,0.030294871235152575,0.6237958248037541
AWDN_Barta.csv,AWDN,Barta,,0.031160079952112275,0.01688206692098802,0.30500945819412373,130.0,Dfa,0.057342689257489296,0.0324779922815191,0.43151325573507426
AWDN_Beatrice.csv,AWDN,Beatrice,,0.05352726093369686,0.052486768423096165,0.5804709662335739,130.0,Dfa,0.06318844968699945,0.05341048544980515,0.5141947329453593
AWDN_BruleNorthTable.csv,AWDN,BruleNorthTable,,0.06365557021902661,0.048675188053949645,0.8486770749383408,10.0,Dfa,0.07196852760794435,0.06511589008476806,0.5768991143767951
AWDN_Brunswick.csv,AWDN,Brunswick,,0.06105756376332122,0.05386861221668867,0.3967494369109935,10.0,Dfa,0.08474571771454156,0.06071846050562767,0.23561310890734732
AWDN_CedarPoint.csv,AWDN,CedarPoint,,0.04022075842767594,0.0395801567912006,0.7369362006077329,10.0,Dfa,0.04389450665823379,0.04381178539436433,0.6635866276925356
AWDN_CentralCity.csv,AWDN,CentralCity,,0.07367620840653157,0.07224045765553477,0.41847572787004744,10.0,Dfa,0.08799951065274128,0.08549729331406557,0.16139799862967105
AWDN_Champion.csv,AWDN,Champion,,0.09338048661338659,0.05772753485841987,0.4805173860184465,130.0,BSk,0.06406084595053353,0.05555623855998509,0.4910233597064876
AWDN_ClayCenter(SC).csv,AWDN,ClayCenter(SC),,0.0484689810201885,0.04676193891248683,0.6601676698686184,10.0,Dfa,0.07801887602373374,0.05797043647890638,0.4191595737275976
AWDN_Concord(NE).csv,AWDN,Concord(NE),,0.038657490630930554,0.03724487348489508,0.6519143407782043,10.0,Dfa,0.05852777370853757,0.056783795461989986,0.26598218885684144
AWDN_Cozad.csv,AWDN,Cozad,,0.08422354421588722,0.0829703623237396,0.36525994219099933,10.0,Dfa,0.07812916008389909,0.07809169627394849,0.46829236467638424
